PTNUM,DyadID,mth,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,UsrID
8130,1,3,1,4,7,4,7,5,2,3,1,4,5,2,1,2,7,4,5,2,6,4,5,5,3,1,7,4,6,2,5,1,6,1,6,3,6,5,81301
8130,1,6,2,6,7,3,7,2,2,3,2,2,5,2,2,2,7,3,6,2,6,3,3,6,2,1,6,2,6,1,7,1,7,2,7,1,6,5,81301
8130,1,9,1,6,7,3,6,3,2,2,1,2,6,2,1,2,7,4,6,2,5,3,5,5,2,2,6,3,7,1,5,1,6,1,7,3,6,4,81301
8130,1,12,1,7,7,2,7,5,2,3,2,2,7,1,2,3,6,4,6,2,6,2,2,6,1,1,6,2,7,1,6,1,7,1,6,2,7,3,81301
8131,0,0,2,7,7,1,7,2,2,1,2,1,7,1,1,1,7,1,7,1,7,1,1,1,1,2,7,1,7,1,7,1,7,1,7,1,7,2,81310
8131,0,3,2,7,7,2,7,2,5,2,2,1,6,1,2,1,7,1,6,1,6,1,1,7,1,2,7,1,7,1,7,1,7,2,7,1,7,2,81310
8131,0,6,2,6,6,2,7,2,1,2,2,2,6,1,2,2,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,2,7,1,7,1,6,4,81310
8131,0,9,1,7,7,2,6,1,2,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,2,7,1,7,1,7,1,6,2,81310
8131,0,12,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,2,81310
8131,1,0,2,5,6,3,7,4,2,2,2,2,7,2,2,2,6,1,7,2,6,2,3,6,2,1,6,2,7,1,7,2,7,2,7,2,6,7,81311
8131,1,3,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81311
8131,1,6,1,2,7,2,7,1,1,2,1,1,7,1,1,2,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,3,81311
8131,1,9,2,6,7,2,7,2,2,2,3,2,7,1,1,2,6,1,7,1,7,1,1,7,2,1,6,1,6,1,6,1,6,1,7,2,6,4,81311
8131,1,12,1,7,7,1,6,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,6,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81311
8132,0,0,3,3,5,5,5,5,4,5,3,3,5,3,1,3,5,2,5,2,5,3,3,5,2,4,7,3,7,1,5,5,6,1,7,4,5,5,81320
8132,0,3,2,6,5,2,6,5,4,3,4,2,6,1,1,2,6,2,4,1,6,4,2,4,2,4,6,2,6,1,5,5,6,1,7,4,6,4,81320
8132,0,6,2,5,5,4,5,4,5,4,3,2,5,1,4,4,5,3,4,2,5,5,3,5,4,4,6,4,6,1,4,5,6,1,7,4,5,2,81320
8132,0,12,2,6,3,3,5,2,5,2,2,1,6,1,2,2,6,1,6,1,6,2,2,6,2,2,7,1,7,1,6,3,7,1,7,1,6,1,81320
8132,1,0,6,4,4,5,4,3,4,3,5,3,4,5,4,3,4,3,4,3,4,7,5,3,4,3,3,3,4,3,4,3,5,5,4,6,5,4,81321
8132,1,12,4,5,4,5,3,5,4,3,4,3,4,5,4,4,4,3,4,4,4,6,5,6,4,2,3,3,4,5,2,4,5,2,5,7,5,5,81321
8133,0,0,5,7,4,4,3,6,5,2,5,4,3,5,2,1,3,1,3,1,7,1,7,7,5,1,7,4,5,6,3,1,6,5,7,1,4,5,81330
8133,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81330
8133,1,0,4,3,6,4,4,2,2,5,2,4,3,4,2,3,4,5,3,4,5,4,5,4,3,4,3,5,5,5,3,4,6,2,6,6,4,4,81331
8133,1,3,4,2,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81331
8134,0,0,3,3,4,3,5,5,3,3,3,3,3,3,3,5,4,5,4,5,5,4,4,3,3,2,3,3,3,5,5,5,5,5,5,4,4,3,81340
8134,0,3,5,7,7,2,7,2,1,3,1,2,2,2,2,2,7,1,6,1,7,2,2,2,2,1,7,1,7,2,7,1,7,1,7,2,6,2,81340
8134,0,6,1,2,3,2,3,2,2,2,2,2,3,2,2,2,2,4,4,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,81340
8134,0,9,3,2,6,3,6,2,2,2,3,2,5,3,3,2,2,3,3,2,5,3,3,3,3,2,6,2,6,2,3,3,5,2,6,2,6,2,81340
8134,0,12,5,3,6,5,5,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,2,6,2,2,3,3,3,3,3,3,5,3,6,2,5,5,81340
8134,1,0,3,1,5,5,5,7,2,7,2,6,5,5,2,7,6,6,4,7,5,7,3,2,2,7,7,5,5,3,6,3,6,3,6,3,5,6,81341
8134,1,3,2,4,6,5,6,4,2,2,1,6,6,5,1,1,6,1,5,3,6,2,2,4,1,1,7,1,7,1,6,1,7,2,7,1,6,1,81341
8134,1,6,2,1,5,5,6,6,2,6,3,7,2,2,2,6,7,5,5,4,6,5,5,2,3,6,7,5,7,4,5,3,7,3,6,2,5,7,81341
8134,1,9,4,5,5,3,5,3,3,4,2,6,3,5,2,6,6,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,81341
8134,1,12,2,2,7,2,5,4,2,3,1,5,6,4,1,5,3,3,4,3,6,3,2,2,2,4,6,5,5,2,2,2,6,2,6,2,5,2,81341
8135,0,0,1,4,5,5,6,5,3,5,3,5,5,5,3,4,5,4,6,3,5,3,3,4,2,4,6,3,5,4,6,2,5,2,4,2,4,2,81350
8135,1,0,2,6,6,6,6,6,3,5,2,2,5,4,5,6,4,5,3,5,5,5,5,4,3,5,6,3,5,2,5,1,6,1,6,6,6,5,81351
8135,1,3,4,6,5,2,5,2,2,2,2,4,6,6,2,2,5,2,6,2,5,5,2,1,2,1,5,2,6,1,5,2,6,1,6,1,6,2,81351
8136,0,0,4,6,5,4,3,3,4,2,4,4,4,3,3,2,3,4,5,3,3,3,3,5,3,2,3,3,4,2,5,3,4,2,6,2,5,3,81360
8136,0,3,4,6,5,2,5,2,3,2,4,2,4,2,2,2,5,2,6,2,6,2,2,6,2,2,4,2,5,2,6,2,5,2,6,2,6,4,81360
8136,0,6,3,6,6,4,4,4,3,2,4,3,4,3,4,2,5,4,4,2,5,3,3,6,2,3,4,2,4,2,5,4,5,2,6,2,6,4,81360
8136,0,9,3,6,5,2,4,4,4,2,4,4,3,3,5,2,3,4,4,2,3,2,4,6,3,2,3,2,4,2,5,2,4,2,6,3,6,4,81360
8136,0,12,3,6,4,2,4,4,3,3,3,3,4,3,3,2,5,3,5,3,5,3,3,6,3,2,5,3,5,2,5,4,5,2,6,3,6,3,81360
8136,1,0,5,2,6,7,7,7,2,5,3,6,4,5,3,5,5,5,5,5,5,5,3,2,2,3,5,5,5,5,5,5,6,3,5,6,6,6,81361
8136,1,3,5,3,5,6,5,6,2,5,3,5,5,6,2,5,6,5,4,5,5,5,5,2,3,3,5,5,6,3,5,3,5,1,5,5,6,5,81361
8136,1,6,5,2,5,5,5,6,4,5,4,1,2,3,5,5,5,5,5,4,5,5,5,3,4,5,5,4,5,4,5,5,5,3,5,5,5,5,81361
8136,1,9,5,2,5,6,5,6,5,5,5,5,3,6,5,5,5,3,4,5,3,6,5,3,5,1,5,6,5,5,4,5,5,3,5,6,4,7,81361
8136,1,12,4,2,5,5,4,7,3,6,3,5,4,5,5,6,5,3,4,5,4,5,5,3,4,3,5,5,5,3,4,5,5,2,5,5,5,5,81361
8137,0,0,4,1,4,4,4,4,2,3,3,5,4,4,2,4,4,1,4,4,4,4,4,4,1,2,7,4,6,3,4,4,7,2,4,2,7,2,81370
8137,0,3,4,4,7,5,5,6,4,4,6,4,4,4,4,4,4,4,4,5,4,4,4,5,2,2,7,4,4,4,4,4,6,2,4,4,4,4,81370
8137,0,6,1,4,7,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81370
8137,0,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81370
8137,0,12,2,4,6,4,7,4,2,3,2,4,4,2,2,4,6,2,2,4,4,4,6,4,6,2,7,4,7,3,2,4,6,2,6,1,6,4,81370
8137,1,0,4,6,5,4,5,2,2,3,4,4,6,2,2,2,4,2,4,3,4,4,5,4,2,4,5,2,6,2,4,4,6,1,4,2,5,4,81371
8137,1,3,4,2,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,81371
8137,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81371
8137,1,9,4,6,5,4,6,4,4,4,4,5,3,5,4,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,81371
8137,1,12,4,1,3,5,2,7,2,7,3,4,4,4,2,7,2,4,1,7,2,7,2,2,3,6,2,5,3,7,2,7,3,4,5,4,1,4,81371
8138,0,0,1,3,7,5,7,7,3,6,2,4,7,5,5,5,6,5,7,7,7,5,5,3,2,2,7,5,6,5,5,5,6,6,4,3,4,5,81380
8138,0,3,2,5,7,4,7,5,1,5,1,6,7,5,1,5,7,3,5,5,7,5,5,4,2,2,7,6,6,5,5,5,6,5,5,3,4,3,81380
8138,0,6,3,6,7,5,7,6,3,3,1,5,5,6,2,2,5,2,5,5,5,5,3,3,2,3,5,6,5,5,5,3,5,5,5,3,5,2,81380
8138,0,9,1,6,7,3,7,5,1,3,1,5,7,6,1,2,7,3,5,5,7,5,1,5,1,2,6,5,6,5,5,3,7,5,5,2,5,3,81380
8138,0,12,2,3,6,3,6,5,3,3,2,3,5,5,3,3,2,3,5,3,6,3,3,5,3,3,6,5,6,3,5,3,6,3,3,3,5,4,81380
8138,1,0,1,1,6,7,2,6,2,6,2,2,2,1,2,6,6,2,4,3,5,3,2,2,2,5,7,2,7,1,5,1,7,1,7,6,6,7,81381
8138,1,3,3,5,3,5,3,4,5,5,2,2,4,2,4,4,6,2,5,3,4,3,3,5,2,3,6,2,6,1,5,2,6,2,5,2,5,5,81381
8138,1,6,3,5,5,3,4,3,4,3,3,2,4,1,2,2,5,1,4,2,4,2,3,5,2,2,5,1,5,1,4,1,5,1,5,4,5,4,81381
8138,1,9,1,1,7,4,5,1,2,3,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,5,81381
8138,1,12,1,4,7,4,6,4,2,4,1,4,6,1,2,4,7,1,6,1,6,4,2,6,2,4,7,2,7,1,6,1,7,1,7,4,6,6,81381
8139,1,0,2,1,4,5,2,7,2,6,4,7,4,4,4,6,4,4,2,7,3,6,7,3,4,5,4,6,1,4,2,7,4,4,4,4,4,6,81391
8139,1,9,1,1,2,6,7,7,2,7,5,7,4,7,2,7,6,5,1,6,4,6,6,2,4,6,6,6,6,5,1,7,5,7,1,2,4,7,81391
8139,1,12,5,1,4,6,5,7,1,7,2,7,4,6,3,7,6,5,3,7,4,7,6,1,2,6,6,6,6,6,1,7,4,4,4,2,3,7,81391
8140,0,0,2,5,6,5,6,6,2,5,2,2,6,1,1,4,7,2,4,2,6,3,2,6,2,3,6,2,6,2,6,2,6,1,6,5,6,6,81400
8140,1,0,4,3,2,7,5,3,5,6,3,2,4,5,5,3,6,1,6,5,5,3,2,5,3,4,5,2,7,1,5,6,7,1,6,5,5,5,81401
8140,1,3,5,4,2,6,3,3,5,3,5,2,5,2,3,2,5,1,5,2,4,3,1,5,3,3,5,2,6,2,5,5,5,1,6,4,6,3,81401
8140,1,6,4,3,3,7,3,5,5,5,4,4,3,3,5,3,3,1,2,2,3,5,5,4,2,5,4,3,6,2,3,6,6,1,6,5,6,4,81401
8140,1,9,3,3,2,6,2,4,5,5,5,4,2,2,6,3,3,1,2,5,3,5,6,5,5,5,3,2,6,3,3,6,6,1,6,5,3,6,81401
8140,1,12,3,3,3,6,3,4,5,5,5,2,3,5,6,4,6,1,3,2,3,7,6,6,2,6,5,1,7,2,5,5,7,3,6,6,5,6,81401
8141,0,0,5,1,7,2,7,1,3,1,1,1,7,1,2,1,6,2,7,1,7,1,1,7,2,3,6,2,7,1,6,2,7,1,6,2,6,5,81410
8141,0,6,4,6,6,3,7,5,2,1,1,5,7,4,5,2,6,4,5,1,2,5,4,5,2,2,6,2,5,1,5,1,6,2,5,2,5,3,81410
8141,0,12,2,1,6,1,7,1,2,1,3,1,5,1,2,1,5,2,5,1,6,1,1,6,2,2,6,1,6,2,3,5,6,7,6,5,5,5,81410
8141,1,0,1,3,6,5,7,2,2,5,1,1,7,1,1,1,1,1,1,1,3,1,1,4,1,3,7,1,7,1,7,7,1,5,7,2,7,7,81411
8141,1,9,3,6,5,3,7,5,2,3,4,4,5,5,2,5,5,2,3,2,5,2,2,6,4,2,6,2,7,2,6,4,5,2,6,3,6,3,81411
8142,0,0,2,2,7,5,6,5,2,6,3,7,3,5,2,6,5,6,5,6,5,6,5,2,5,4,7,5,6,2,6,4,4,3,6,5,6,5,81420
8142,0,3,2,5,6,2,5,5,1,5,2,5,4,5,2,5,5,3,4,4,4,5,3,6,5,4,5,4,6,2,6,2,5,4,5,3,4,4,81420
8142,0,6,5,5,6,5,5,5,3,5,2,5,5,5,2,5,6,5,5,4,5,5,5,4,3,5,6,4,5,3,6,3,5,4,4,3,5,3,81420
8142,0,9,5,4,6,4,5,5,3,6,3,5,5,4,4,5,4,4,6,4,4,4,4,4,2,3,7,4,5,2,5,4,5,4,4,4,5,3,81420
8142,0,12,3,3,6,5,4,6,1,4,2,5,5,6,3,3,6,2,6,4,6,3,3,3,3,1,7,5,6,4,6,4,4,3,6,4,5,4,81420
8142,1,0,5,5,4,4,2,5,4,5,5,3,5,3,3,2,5,3,4,3,5,3,5,3,4,5,5,3,6,2,6,2,5,2,6,5,6,7,81421
8142,1,3,6,3,2,4,2,3,5,5,3,4,4,2,4,4,5,3,3,3,4,3,6,5,4,3,3,3,5,3,5,4,5,2,6,5,4,4,81421
8142,1,6,2,4,4,4,3,3,5,4,5,4,3,4,5,4,4,4,5,5,5,3,5,4,4,3,3,3,4,3,5,3,5,3,5,3,5,5,81421
8142,1,9,5,6,4,4,3,3,4,4,4,4,3,3,4,4,3,5,5,3,4,3,4,3,3,2,5,5,6,2,6,2,6,2,6,2,6,2,81421
8143,0,0,4,7,5,1,6,1,2,1,3,1,5,1,1,1,4,1,6,1,5,1,2,7,2,1,5,1,5,1,5,1,7,1,6,1,6,1,81430
8143,1,0,2,7,7,2,7,2,1,5,2,1,7,1,1,3,7,1,6,1,7,1,3,7,1,1,7,1,7,1,5,1,7,1,7,2,7,5,81431
8143,1,3,1,7,7,2,6,1,1,1,1,1,7,1,1,1,7,1,6,1,7,1,1,1,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81431
8143,1,6,1,7,6,5,6,3,1,5,2,1,7,1,1,2,7,1,6,1,7,2,1,6,1,1,7,1,7,1,6,1,7,1,7,1,7,2,81431
8143,1,9,1,7,7,2,7,2,1,2,1,1,7,1,1,1,7,1,6,1,7,1,2,7,1,1,7,1,7,1,7,1,7,1,7,1,7,5,81431
8144,0,0,1,2,7,3,7,5,1,3,1,1,7,7,1,2,7,1,7,1,7,2,1,1,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81440
8144,0,6,1,6,7,1,7,2,1,1,1,4,7,1,1,1,7,1,6,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81440
8144,1,0,7,2,7,2,7,1,1,3,1,1,7,1,1,3,7,1,6,1,7,1,4,5,1,6,7,1,7,1,6,1,7,1,7,1,7,6,81441
8144,1,3,1,4,7,2,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,2,7,1,7,1,7,1,7,1,7,1,7,2,81441
8145,0,0,1,6,7,2,7,5,1,2,1,1,7,1,1,2,7,4,7,4,7,5,1,6,1,5,7,2,7,1,7,1,7,1,7,1,7,1,81450
8145,0,3,1,3,7,3,7,5,1,4,1,4,7,5,1,3,7,2,7,2,7,5,1,3,1,5,7,1,7,1,7,1,7,1,6,1,6,5,81450
8145,0,6,1,6,7,2,7,5,1,2,1,5,7,4,1,5,7,1,7,2,7,5,1,4,1,5,7,1,7,1,7,1,7,1,7,1,6,1,81450
8145,1,0,5,6,5,2,5,2,4,3,4,2,5,1,3,5,4,1,5,2,5,3,3,4,3,2,6,2,7,1,5,3,6,1,6,2,5,6,81451
8145,1,3,5,6,5,3,5,3,3,3,4,2,5,2,4,3,4,1,5,2,5,3,5,6,3,1,5,1,6,2,3,2,5,1,5,2,5,6,81451
8145,1,6,6,4,3,6,3,3,5,3,6,2,4,3,5,2,1,3,4,2,2,2,5,2,5,1,4,2,5,2,4,2,5,1,5,5,5,7,81451
8145,1,9,6,3,4,3,6,3,4,3,3,2,4,2,3,4,3,2,5,2,5,2,3,4,2,2,6,2,7,1,5,2,6,1,6,2,5,6,81451
8146,0,0,1,7,7,1,7,1,1,1,1,4,7,1,1,1,7,1,4,1,6,1,1,7,1,1,6,1,7,1,1,1,7,5,7,1,6,2,81460
8146,0,3,2,7,7,1,7,1,1,1,1,1,7,1,1,1,6,1,6,1,6,1,1,1,1,1,6,1,6,1,4,1,5,1,6,1,6,3,81460
8146,0,6,2,7,7,5,7,1,1,1,1,1,7,1,1,1,7,1,4,1,6,1,1,6,1,1,5,1,6,1,4,1,6,1,7,1,5,1,81460
8146,0,9,2,7,6,5,7,2,1,1,1,5,6,5,1,1,6,1,6,5,6,1,1,4,1,1,6,1,6,2,7,1,5,1,6,1,5,1,81460
8146,1,0,4,3,5,3,4,5,3,4,5,4,3,2,3,4,5,4,3,4,5,5,4,3,4,4,4,3,4,5,4,3,4,5,4,3,4,5,81461
8146,1,3,4,3,5,4,3,5,3,5,4,3,5,5,3,5,5,5,5,5,5,4,5,4,5,4,4,5,4,5,4,4,5,5,5,5,5,5,81461
8146,1,6,4,5,3,4,4,5,4,3,4,5,4,3,3,3,4,3,4,5,5,5,4,4,4,5,4,5,4,3,4,4,3,4,4,5,3,4,81461
8146,1,9,3,4,4,3,4,5,4,3,2,4,5,3,5,3,5,3,4,2,4,3,5,3,4,3,5,3,4,3,5,4,3,4,4,4,4,4,81461
8147,0,0,2,6,7,2,6,2,2,2,2,2,6,3,2,1,6,1,6,2,6,2,2,7,2,2,6,1,6,3,6,1,6,1,6,1,6,1,81470
8147,0,3,2,6,6,2,5,2,2,2,2,2,6,4,2,2,5,2,6,2,5,2,2,6,2,2,6,2,5,4,6,2,6,2,5,2,5,2,81470
8147,0,6,7,7,7,2,7,2,1,1,1,1,1,2,2,1,6,1,1,1,6,1,3,1,1,1,7,1,6,1,6,1,6,1,6,1,7,1,81470
8147,0,9,2,7,7,1,5,1,1,1,1,2,6,3,3,2,6,1,4,1,6,2,5,7,2,1,6,2,5,4,5,2,5,2,5,1,5,1,81470
8147,1,0,1,1,4,5,5,4,3,2,2,1,5,1,1,3,7,5,4,2,5,5,5,4,2,1,7,2,2,2,6,2,5,2,6,5,6,6,81471
8147,1,3,3,5,6,2,5,3,3,4,5,4,5,3,3,2,5,5,5,2,5,2,4,5,3,1,6,3,5,3,5,3,5,4,5,3,5,5,81471
8147,1,6,1,1,6,1,7,1,1,1,1,1,6,1,1,1,6,3,4,3,5,1,2,3,2,1,5,2,7,2,4,3,7,1,7,1,7,2,81471
8147,1,9,5,5,5,3,7,3,2,2,2,2,5,4,2,2,5,2,5,2,5,3,3,5,2,2,5,2,5,2,4,2,5,3,5,3,5,2,81471
8148,0,0,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81480
8148,0,3,2,7,7,1,7,2,1,1,1,1,6,1,1,1,7,1,6,1,5,1,6,6,1,1,6,1,7,1,7,1,7,1,6,1,1,1,81480
8148,1,0,4,5,5,3,3,3,4,4,5,4,3,6,3,2,4,1,3,3,5,3,5,6,2,2,7,1,5,1,3,1,6,2,6,1,6,4,81481
8148,1,3,5,4,5,5,3,4,3,5,4,4,4,5,3,4,5,2,5,4,4,5,4,4,2,4,5,3,6,2,4,2,7,2,6,2,6,5,81481
8149,0,0,1,6,6,4,6,5,2,2,2,3,6,2,1,1,6,1,4,1,6,4,2,6,2,1,6,2,6,1,5,1,6,2,7,1,6,4,81490
8149,0,3,1,6,6,4,4,4,4,2,2,2,6,3,2,2,6,2,5,2,6,2,4,5,2,1,7,2,6,2,5,2,6,5,6,2,6,4,81490
8149,0,6,1,7,6,4,6,3,3,3,2,2,6,2,1,1,7,2,6,1,6,2,1,6,1,1,7,1,7,1,6,1,7,4,7,2,7,5,81490
8149,1,0,1,5,6,4,7,1,1,3,2,1,6,1,1,2,6,1,5,1,6,2,2,2,2,2,5,2,6,2,5,2,6,1,7,1,6,5,81491
8149,1,3,2,4,6,3,7,3,2,2,2,2,6,2,2,2,6,2,4,2,6,2,4,3,2,2,6,2,6,2,4,1,6,2,6,2,7,4,81491
8149,1,6,2,4,6,3,7,6,2,4,2,2,6,2,2,4,6,2,6,2,6,2,2,4,2,2,6,2,6,4,6,2,7,1,7,2,6,5,81491
8150,0,0,3,2,6,5,4,4,5,4,7,3,5,5,3,4,5,3,4,4,5,3,4,4,5,4,5,4,4,4,4,4,5,6,7,7,6,7,81500
8150,0,6,3,4,6,4,3,3,4,4,4,3,5,4,5,3,5,4,4,3,4,3,4,4,3,5,4,4,4,3,4,3,4,4,5,3,4,4,81500
8150,0,9,1,1,1,1,1,1,1,2,3,4,3,3,3,3,4,3,4,3,3,4,3,4,3,2,2,2,2,5,4,3,3,4,3,3,4,3,81500
8150,1,0,4,3,6,5,2,7,2,7,1,1,1,1,1,3,5,6,5,1,2,5,1,3,1,1,7,1,6,1,4,1,7,1,7,5,7,3,81501
8150,1,3,5,3,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,6,2,2,6,4,7,1,1,1,7,7,7,1,6,1,81501
8150,1,6,2,4,6,4,3,5,5,7,2,2,2,2,4,5,6,3,3,4,5,3,3,3,3,3,7,3,6,2,3,3,6,2,6,3,6,4,81501
8150,1,9,4,3,4,6,3,6,6,6,5,3,5,1,5,4,5,4,4,5,4,4,4,4,4,4,4,4,5,5,3,4,5,3,4,5,4,4,81501
8152,0,0,6,4,6,3,7,2,1,2,2,1,7,5,1,3,5,1,6,1,6,1,1,6,1,2,6,1,7,1,6,1,5,1,7,1,6,1,81520
8152,0,3,5,6,6,1,7,5,1,5,2,5,7,2,1,5,5,4,5,2,7,2,2,6,1,2,6,4,5,4,6,1,6,1,7,1,6,1,81520
8152,0,6,4,6,7,3,6,1,1,1,4,5,5,7,1,1,5,4,5,4,5,1,1,6,1,3,5,6,5,2,7,1,6,2,7,1,1,5,81520
8152,1,0,1,4,7,6,7,7,2,3,1,2,7,7,1,2,7,6,5,2,7,2,4,4,1,1,7,2,7,2,6,2,7,2,7,2,5,5,81521
8152,1,3,1,6,7,6,7,5,1,1,1,4,7,5,1,1,6,7,7,1,7,3,2,4,1,1,7,4,7,2,6,6,7,4,7,2,6,6,81521
8153,0,0,7,1,4,4,4,7,5,7,6,7,5,7,4,5,1,1,1,7,4,7,7,1,4,6,5,4,6,7,1,4,5,4,6,7,5,7,81530
8153,0,3,5,4,3,6,5,7,5,4,5,6,1,7,6,6,1,1,1,7,2,7,7,4,4,5,6,4,7,7,4,4,5,5,5,7,4,7,81530
8153,0,6,4,5,2,4,2,4,4,4,4,4,3,7,4,7,2,1,7,7,3,7,7,2,6,6,5,3,6,7,3,4,5,4,6,6,3,7,81530
8153,1,0,6,3,6,5,6,2,1,2,1,1,1,3,1,5,6,2,4,2,6,2,4,5,2,2,7,1,7,2,5,2,6,6,6,2,3,5,81531
8153,1,3,2,2,6,5,5,4,2,5,2,2,3,5,2,5,6,2,5,5,6,4,3,2,2,5,6,2,6,3,6,2,6,5,6,5,6,7,81531
8153,1,6,2,2,6,6,7,5,1,3,2,1,6,2,2,4,6,2,5,4,6,2,2,1,2,2,6,1,7,2,6,2,7,1,7,5,6,6,81531
8154,0,0,1,5,7,1,7,5,1,2,1,1,1,1,1,2,7,1,6,1,7,7,1,7,1,2,7,1,7,1,7,1,7,1,7,1,7,2,81540
8154,0,3,7,3,7,2,7,5,1,3,1,2,7,5,1,1,7,1,6,1,7,1,1,6,1,1,6,1,7,2,6,1,7,1,7,1,2,1,81540
8154,0,6,1,7,1,7,7,1,7,1,1,1,7,1,7,1,7,1,7,1,6,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,6,1,81540
8154,1,0,1,7,7,1,7,4,1,1,1,1,7,2,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81541
8154,1,3,1,6,7,2,6,4,1,1,2,4,6,2,2,2,5,1,6,1,7,2,2,6,1,1,6,2,6,1,6,1,7,1,7,1,6,4,81541
8154,1,6,2,6,6,2,6,4,2,1,1,1,7,2,1,1,7,2,7,1,7,1,1,7,1,1,7,1,7,2,7,1,7,1,7,1,7,4,81541
9800,0,0,5,3,6,5,6,5,3,5,3,5,5,2,4,5,6,5,3,3,6,2,5,3,2,2,4,3,5,2,4,4,5,2,6,5,7,5,98000
9800,1,0,2,5,5,4,6,6,2,6,3,7,7,2,1,6,7,5,4,4,5,5,5,2,2,6,6,5,6,4,4,4,6,2,6,5,4,6,98001
9801,1,0,2,7,6,5,7,6,6,7,7,6,6,5,5,6,5,5,5,4,5,5,5,5,1,1,7,4,5,3,4,3,6,3,5,4,5,3,98011
9998,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99980
9998,0,3,5,5,5,5,5,5,5,6,2,2,3,5,4,4,4,4,3,4,3,2,5,5,5,5,3,3,4,4,4,3,3,5,5,2,5,5,99980
